PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_PROFILE;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_DEFAULTVALUE;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED 
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.7;Ensure that a Custom Bad Password List is set to 'Enforce' for your Organization;1. Identity and Access Management;;Level 1;Manual;Microsoft Azure provides a Global Banned Password policy that applies to Azure administrative and normal user accounts. This is not applied to user accounts that are synced from an on-premise Active Directory unless Azure AD Connect is used and you enable EnforceCloudPasswordPolicyForPasswordSyncedUsers. Please see the list in default values on the specifics of this policy. To further password security, it is recommended to further define a custom banned password policy.;Enabling this gives your organization further customization on what secure passwords are allowed. Setting a bad password list enables your organization to fine-tune its password policy further, depending on your needs. Removing easy-to-guess passwords increases the security of access to your Azure resources.;Increasing needed password complexity might increase overhead on administration of user accounts. Licensing requirement for Global Banned Password List and Custom Banned Password list requires Azure AD Premium P1 or P2. On-premises Active Directory Domain Services users that are not synchronized to Azure AD also benefit from Azure AD Password Protection based on existing licensing for synchronized users.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Security. 4. Under Manage, select Authentication Methods. 5. Select Password Protection. 6. Set the Enforce custom list option to Yes. 7. Double click the custom banned password list to add a string.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active directory. 3. Select 'Security'. 4. Under Manage, select Authentication Methods. 5. Select Password Protection. 6. Ensure Enforce custom list is set to Yes. 7. Scroll through the list to view the enforced passwords.;;By default the custom bad password list is not 'Enabled'. Organizational-specific terms can be added to the custom banned password list, such as the following examples: • Brand names • Product names • Locations, such as company headquarters • Company-specific internal terms • Abbreviations that have specific company meaning • Months and weekdays with your company's local languages The default Azure bad password policy is already applied to your resources which applies the following basic requirements: Characters allowed: • Uppercase characters (A - Z) • Lowercase characters (a - z) • Numbers (0 - 9) • Symbols: • @ # $ % ^ & * - _ ! + = [ ] { } | \ : ' , . ? / ` ~ ' ( )  < > • blank space Characters not allowed: • Unicode characters • Password length Passwords require • A minimum of eight characters • A maximum of 256 characters Password complexity: Passwords require three out of four of the following categories: • Uppercase characters • Lowercase characters • Numbers • Symbols Note: Password complexity check isn't required for Education tenants. Password not recently used: • When a user changes or resets their password, the new password can't be the same as the current or recently used passwords. • Password isn't banned by Azure AD Password Protection. • The password can't be on the global list of banned passwords for Azure AD Password Protection, or on the customizable list of banned passwords specific to your organization.;https://docs.microsoft.com/en-us/azure/active-directory/authentication/concept-password-ban-bad-combined-policy:https://docs.microsoft.com/en-us/azure/active-directory/authentication/concept-password-ban-bad:https://docs.microsoft.com/en-us/powershell/module/Azuread/:https://www.microsoft.com/en-us/research/publication/password-guidance/:https://docs.microsoft.com/en-us/azure/active-directory/authentication/tutorial-configure-custom-password-protection:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-6-use-strong-authentication-controls;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.8;Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to '0';1. Identity and Access Management;;Level 1;Manual;Ensure that the number of days before users are asked to re-confirm their authentication information is not set to 0.;This setting is necessary if you have setup 'Require users to register when signing in option'. If authentication re-confirmation is disabled, registered users will never be prompted to re-confirm their existing authentication information. If the authentication information for a user changes, such as a phone number or email, then the password reset information for that user reverts to the previously registered authentication information.;Users will be prompted for their multifactor authentication at the duration set here.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select Password reset 5. Then Registration 6. Set the Number of days before users are asked to re-confirm their authentication information to your organization-defined frequency.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select Password reset 5. Then Registration 6. Ensure that Number of days before users are asked to re-confirm their authentication information is not set to 0;;By default, the Number of days before users are asked to re-confirm their authentication information is set to '180 days'.;https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#registration:https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-sspr-deployment:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/azure/active-directory/authentication/concept-authentication-methods;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.9;Ensure that 'Notify users on password resets?' is set to 'Yes';1. Identity and Access Management;;Level 1;Manual;Ensure that users are notified on their primary and secondary emails on password resets.;User notification on password reset is a proactive way of confirming password reset activity. It helps the user to recognize unauthorized password reset activities.;Users will receive emails alerting them to password changes to both their primary and secondary emails.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select Password reset 5. Under Manage, select Notifications 6. Set Notify users on password resets? to Yes;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Go to Password reset 5. Under Manage, select Notifications 6. Ensure that Notify users on password resets? is set to Yes;;By default, Notify users on password resets? is set to 'Yes'.;https://docs.microsoft.com/en-us/azure/active-directory/authentication/tutorial-enable-sspr#set-up-notifications-and-customizations:https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#notifications:https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-sspr-deployment:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.10;Ensure That 'Notify all admins when other admins reset their password?' is set to 'Yes';1. Identity and Access Management;;Level 1;Manual;Ensure that all Global Administrators are notified if any other administrator resets their password.;Global Administrator accounts are sensitive. Any password reset activity notification, when sent to all Global Administrators, ensures that all Global administrators can passively confirm if such a reset is a common pattern within their group. For example, if all Global Administrators change their password every 30 days, any password reset activity before that may require administrator(s) to evaluate any unusual activity and confirm its origin.;All Global Administrators will receive a notification from Azure every time a password is reset. This is useful for auditing procedures to confirm that there are no out of the ordinary password resets for Global Administrators. There is additional overhead, however, in the time required for Global Administrators to audit the notifications. This setting is only useful if all Global Administrators pay attention to the notifications, and audit each one.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select Password reset 5. Under Manage, select Notifications 6. Set Notify all admins when other admins reset their password? to Yes;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Users 4. Select Password reset 5. Under Manage, select Notifications 6. Ensure that notify all admins when other admins reset their password? is set to Yes;;By default, Notify all admins when other admins reset their password? is set to 'No'.;https://docs.microsoft.com/en-us/azure/active-directory/active-directory-passwords-how-it-works#notifications:https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-sspr-deployment:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems:https://docs.microsoft.com/en-us/azure/active-directory/authentication/tutorial-enable-sspr#set-up-notifications-and-customizations;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.13;Ensure that 'Users can add gallery apps to My Apps' is set to 'No';1. Identity and Access Management;;Level 1;Manual;Require administrators to provide consent for the apps before use.;Unless Azure Active Directory is running as an identity provider for third-party applications, do not allow users to use their identity outside of your cloud environment. User profiles contain private information such as phone numbers and email addresses which could then be sold off to other third parties without requiring any further consent from the user.;Can cause additional requests to administrators that need to be fulfilled quite often.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select User settings 5. Then Manage how end users launch and view their applications 6. Set Users can add gallery apps to My Apps to No;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select User settings 5. Then Manage how end users launch and view their applications, and ensure that Users can add gallery apps to My Apps is set to No;;By default, Users can add gallery apps to My Apps is set to No.;https://blogs.msdn.microsoft.com/exchangedev/2014/06/05/managing-user-consent-for-applications-using-office-365-apis/:https://nicksnettravels.builttoroam.com/post/2017/01/24/Admin-Consent-for-Permissions-in-Azure-Active-Directory.aspx:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-1-define-asset-management-and-data-protection-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.17;Ensure That 'Restrict access to Azure AD administration portal' is Set to 'Yes';1. Identity and Access Management;;Level 1;Manual;Restrict access to the Azure AD administration portal to administrators only. NOTE: This only affects access to the Azure AD administrator's web portal. This setting does not prohibit privileged users from using other methods such as Rest API or Powershell to obtain sensitive information from Azure AD.;The Azure AD administrative portal has sensitive data and permission settings. All non-administrators should be prohibited from accessing any Azure AD data in the administration portal to avoid exposure.;All administrative tasks will need to be done by Administrators, causing additional overhead in management of users and resources.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select User settings 5. Set Restrict access to Azure AD administration portal to Yes;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Users 4. Select User settings 5. Ensure that Restrict access to Azure AD administration portal is set to Yes;;By default, Restrict access to Azure AD administration portal is set to No; https://docs.microsoft.com/en-us/azure/active-directory/active-directory-assign-admin-roles-azure-portal:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-2-define-enterprise-segmentation-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.18;Ensure that 'Restrict user ability to access groups features in the Access Pane' is Set to 'Yes';1. Identity and Access Management;;Level 2;Manual;Restricts group creation to administrators with permissions only.;Self-service group management enables users to create and manage security groups or Office 365 groups in Azure Active Directory (Azure AD). Unless a business requires this day-to-day delegation for some users, self-service group management should be disabled.;Setting to Yes could create administrative overhead by customers seeking certain group memberships that will have to be manually managed by administrators with appropriate permissions.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Groups 4. Select General under Settings 5. Ensure that Restrict user ability to access groups features in the Access Panel is set to Yes;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Groups 4. Select General under Settings 5. Ensure that Restrict user ability to access groups features in the Access Panel is set to Yes;;By default, Restrict user ability to access groups features in the Access Pane is set to No;https://docs.microsoft.com/en-us/azure/active-directory/active-directory-accessmanagement-self-service-group-management:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-5-automate-entitlement-management:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-2-define-enterprise-segmentation-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.20;Ensure that 'Owners can manage group membership requests in the Access Panel' is set to 'No';1. Identity and Access Management;;Level 2;Manual;Restrict security group management to administrators only.;Restricting security group management to administrators only prohibits users from making changes to security groups. This ensures that security groups are appropriately managed and their management is not delegated to non-administrators.;Group Membership for user accounts will need to be handled by Admins and cause administrative overhead.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Groups 4. Select General in settings 5. Set Owners can manage group membership requests in the Access Panel to No;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Then Groups 4. Select General in settings 5. Ensure that Owners can manage group membership requests in the Access Panel is set to No;;By default, Owners can manage group membership requests in the Access Panel is set to No.;https://docs.microsoft.com/en-us/azure/active-directory/active-directory-accessmanagement-self-service-group-management#making-a-group-available-for-end-user-self-service:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-5-automate-entitlement-management:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-8-choose-approval-process-for-microsoft-support:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-2-define-enterprise-segmentation-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.22;Ensure that 'Require Multi-Factor Authentication to register or join devices with Azure AD' is set to 'Yes';1. Identity and Access Management;;Level 1;Manual;Joining or registering devices to the active directory should require Multi-factor authentication.;Multi-factor authentication is recommended when adding devices to Azure AD. When set to Yes, users who are adding devices from the internet must first use the second method of authentication before their device is successfully added to the directory. This ensures that rogue devices are not added to the domain using a compromised user account. Note: Some Microsoft documentation suggests to use conditional access policies for joining a domain from certain whitelisted networks or devices. Even with these in place, using Multi-Factor Authentication is still recommended, as it creates a process for review before joining the domain.;A slight impact of additional overhead, as Administrators will now have to approve every access to the domain.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Devices 4. Select Device settings 5. Set Require Multi-Factor Authentication to register or join devices with Azure AD to Yes;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Azure Active Directory 3. Select Devices 4. Select Device settings 5. Ensure that Require Multi-Factor Authentication to register or join devices with Azure AD is set to Yes;;By default, Require Multi-Factor Authentication to register or join devices with Azure AD is set to No.;https://blogs.technet.microsoft.com/janketil/2016/02/29/azure-mfa-for-enrollment-in-intune-and-azure-ad-device-registration-explained/:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-4-use-strong-authentication-controls-for-all-azure-active-directory-based-access;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;1.25;Ensure That ‘Subscription Entering AAD Directory’ and ‘Subscription Leaving AAD Directory’ Is Set To ‘Permit No One’;1. Identity and Access Management;;Level 2;Manual;Users who are set as subscription owners are able to make administrative changes to the subscriptions and move them into and out of Azure Active Directories.;Permissions to move subscriptions in and out of Azure Active Directory must only be given to appropriate administrative personnel. A subscription that is moved into an Azure Active Directory may be within a folder to which other users have elevated permissions. This prevents loss of data or unapproved changes of the objects within by potential bad actors.;Subscriptions will need to have these settings turned off to be moved.;From Azure Portal 1. From the Azure Portal Home select the portal menu 2. Select Subscriptions 3. Select Manage Policies 4. Under Subscription leaving AAD directory and Subscription entering AAD directory select Permit no one;From Azure Portal 1. From the Azure Portal Home select the portal menu 2. Select Subscriptions 3. Select Manage Policies 4. Ensure Subscription leaving AAD directory and Subscription entering AAD directory are set to Permit no one;;By default Subscription leaving AAD directory and Subscription entering AAD are set to Allow everyone (default);https://docs.microsoft.com/en-us/azure/cost-management-billing/manage/manage-azure-subscription-policy:https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/active-directory-how-subscriptions-associated-directory:https://docs.microsoft.com/en-us/azure/cost-management-billing/manage/manage-azure-subscription-policy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-2-protect-identity-and-authentication-systems;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;2.1.17;Ensure that Auto provisioning of 'Microsoft Defender for Containers components' is Set to 'On';2. Microsoft Defender;2.1 Microsoft Defender for Cloud;Level 2;Manual;Enable automatic provisioning of the Microsoft Defender for Containers components.;As with any compute resource, Container environments require hardening and run-time protection to ensure safe operations and detection of threats and vulnerabilities.;Microsoft Defender for Containers will require additional licensing.;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Then Environment Settings 4. Select a subscription 5. Then Auto Provisioning in the left column. 6. Set Microsoft Defender for Containers components to On;From Azure Portal 1. From Azure Home select the Portal Menu 2. Select Microsoft Defender for Cloud 3. Then Environment Settings 4. Select a subscription 5. Then Auto Provisioning in the left column. 6. Ensure that Microsoft Defender for Containers components is set to On Repeat the above for any additional subscriptions.;;By default, Microsoft Defender for Containers is disabled. If Defender for Containers is enabled from the Microsoft Defender for Cloud portal, auto provisioning will be enabled.;https://docs.microsoft.com/en-us/azure/defender-for-cloud/defender-for-containers-introduction:https://docs.microsoft.com/en-us/azure/defender-for-cloud/enable-data-collection?tabs=autoprovision-containers:https://msdn.microsoft.com/en-us/library/mt704062.aspx:https://msdn.microsoft.com/en-us/library/mt704063.aspx:https://docs.microsoft.com/en-us/rest/api/securitycenter/autoprovisioningsettings/list:https://docs.microsoft.com/en-us/rest/api/securitycenter/autoprovisioningsettings/create:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-incident-response#ir-2-preparation--setup-incident-notification;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;3.3;Ensure that 'Enable key rotation reminders' is enabled for each Storage Account;3. Storage Accounts;;Level 1;Manual;Access Keys authenticate application access requests to data contained in Storage Accounts. A periodic rotation of these keys is recommended to ensure that potentially compromised keys cannot result in a long-term exploitable credential. The 'Rotation Reminder' is an automatic reminder feature for a manual procedure.;Reminders such as those generated by this recommendation will help maintain a regular and healthy cadence for activities which improve the overall efficacy of a security program. Cryptographic key rotation periods will vary depending on your organization's security requirements and the type of data which is being stored in the Storage Account. For example, PCI DSS mandates that cryptographic keys be replaced or rotated 'regularly,' and advises that keys for static data stores be rotated every 'few months.' For the purposes of this recommendation, 90 days will prescribed for the reminder. Review and adjustment of the 90 day period is recommended, and may even be necessary. Your organization's security requirements should dictate the appropriate setting.;This recommendation only creates a periodic reminder to regenerate access keys. Regenerating access keys can affect services in Azure as well as the organization's applications that are dependent on the storage account. All clients that use the access key to access the storage account must be updated to use the new key.;From Azure Portal 1. Go to Storage Accounts 2. For each Storage Account that is not compliant, go to Access keys 3. Click Set rotation reminder 4. Check Enable key rotation reminders 5. In the Send reminders field select Custom, then set the Remind me every field to 90 and the period drop down to Days. 6. Click Save;From Azure Portal 1. Go to Storage Accounts 2. For each Storage Account, go to Access keys 3. Click Set rotation reminder If the checkbox for Enable key rotation reminders is already checked, that Storage Account is compliant. Review the Remind me every field for a desirable periodic setting that fits your security program's needs.;;By default, Key rotation reminders is not configured.;https://docs.microsoft.com/en-us/azure/storage/common/storage-create-storage-account#regenerate-storage-access-keys:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-1-protect-and-limit-highly-privileged-users:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-privileged-access#pa-2-restrict-administrative-access-to-business-critical-systems:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-2-manage-application-identities-securely-and-automatically:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-governance-strategy#gs-6-define-identity-and-privileged-access-strategy:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-8-restrict-the-exposure-of-credential-and-secrets:https://www.pcidssguide.com/pci-dss-key-rotation-requirements/:https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r5.pdf;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;3.5;Ensure Storage Logging is Enabled for Queue Service for 'Read', 'Write', and 'Delete' requests;3. Storage Accounts;;Level 2;Automated;The Storage Queue service stores messages that may be read by any client who has access to the storage account. A queue can contain an unlimited number of messages, each of which can be up to 64KB in size using version 2011-08-18 or newer. Storage Logging happens server-side and allows details for both successful and failed requests to be recorded in the storage account. These logs allow users to see the details of read, write, and delete operations against the queues. Storage Logging log entries contain the following information about individual requests: Timing information such as start time, end-to-end latency, and server latency, authentication details, concurrency information, and the sizes of the request and response messages.;Storage Analytics logs contain detailed information about successful and failed requests to a storage service. This information can be used to monitor individual requests and to diagnose issues with a storage service. Requests are logged on a best-effort basis. Storage Analytics logging is not enabled by default for your storage account.;Enabling this setting can have a high impact on the cost of the log analytics service and data storage used by logging more data per each request. Do not enable this without determining your need for this level of logging, and do not forget to check in on data usage and projected cost. Some users have seen their logging costs increase from $10 per month to $10,000 per month.;From Azure Portal 1. Go to Storage Accounts. 2. Select the specific Storage Account. 3. Click the Diagnostics settings (classic) blade from Monitoring (classic) section. 4. Set the Status to On, if set to Off. 5. Select Queue properties. 6. Select Read, Write and Delete options under the Logging section to enable Storage Logging for Queue service.From Azure CLI Use the below command to enable the Storage Logging for Queue service. az storage logging update --account-name <storageAccountName> --account-key <storageAccountKey> --services q --log rwd --retention 90;From Azure Portal: 1. Go to Storage Accounts. 2. Select the specific Storage Account. 3. Click the Diagnostics settings (classic) blade from Monitoring (classic) section. 4. Ensure the Status is set to On, if set to Off. 5. Select Queue properties. 6. Ensure Read Write Delete options are selected under the Logging section. From Azure CLI Ensure the below command's output contains properties delete, read and write set to true. az storage logging show --services q --account-name <storageAccountName>;We cannot practically generalize detailed audit log requirements for every queue due to their nature and intent. This recommendation may be applicable to storage account queue services where the security is paramount.;By default storage account queue services are not logged.;https://docs.microsoft.com/en-us/rest/api/storageservices/about-storage-analytics-logging:https://docs.microsoft.com/en-us/cli/azure/storage/logging?view=azure-cli-latest:https://docs.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-logging-threat-detection#lt-4-enable-logging-for-azure-resources:https://docs.microsoft.com/en-us/azure/storage/queues/monitor-queue-storage?tabs=azure-portal;MANUAL;Manual check;manual_check;Manual check;manual;False
azure;The CIS Azure Foundations Benchmark provides prescriptive guidance for configuring security options for a subset of Azure with an emphasis on foundational, testable, and architecture agnostic settings.;;;2025-02-19 10:48:28.546737;3.6;Ensure that Shared Access Signature Tokens Expire Within an Hour;3. Storage Accounts;;Level 1;Manual;Expire shared access signature tokens within an hour.;A shared access signature (SAS) is a URI that grants restricted access rights to Azure Storage resources. A shared access signature can be provided to clients who should not be trusted with the storage account key but for whom it may be necessary to delegate access to certain storage account resources. Providing a shared access signature URI to these clients allows them access to a resource for a specified period of time. This time should be set as low as possible and preferably no longer than an hour.;;When generating shared access signature tokens, use start and end time such that it falls within an hour. From Azure Portal 1. Go to Storage Accounts 2. For each storage account, go to Shared access signature 3. Set Start and expiry date/time within an hour;Currently, SAS token expiration times cannot be audited. Until Microsoft makes token expiration time a setting rather than a token creation parameter, this recommendation would require a manual verification.;;By default, expiration for shared access signature is set to 8 hours.; https://docs.microsoft.com/en-us/rest/api/storageservices/delegating-access-with-a-shared-access-signature:https://docs.microsoft.com/en-us/azure/storage/common/storage-sas-overview;MANUAL;Manual check;manual_check;Manual check;manual;False
